City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
1382,Takaungu,KE,77.0,scattered clouds,-3.6837,39.8566,Takaungu House
1386,Pasighat,IN,67.77,broken clouds,28.0667,95.3333,Siang Guest House
1387,Iralaya,HN,77.72,overcast clouds,15.0,-83.2333,Iglesia morava renovada
1389,Farafangana,MG,69.26,light rain,-22.8167,47.8333,Miarina
1391,Puerto Baquerizo Moreno,EC,69.76,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
1395,Praxedis Guerrero,MX,78.39,clear sky,31.3667,-106.0167,Congregación placitas de Otero
1397,Sassandra,CI,75.83,overcast clouds,4.95,-6.0833,la terrasse
1398,Cacoal,BR,79.3,broken clouds,-11.4386,-61.4472,Hotel BR 364
1399,Puerto Cabezas,NI,77.5,overcast clouds,14.0351,-83.3888,Cabaña Caribe
1404,Dawei,MM,78.71,overcast clouds,14.0833,98.2,Hotel Dawei
1405,Kulhudhuffushi,MV,80.22,few clouds,6.6221,73.07,Haajy Guest House 1
1408,Gemena,CD,69.94,overcast clouds,3.25,19.7667,Hôtel Goshen
1410,Sibu,MY,79.11,moderate rain,2.3,111.8167,RH HOTEL (4 Star)
1411,Iguape,BR,69.66,overcast clouds,-24.7081,-47.5553,Hotel Pousada Nossa Senhora do Carmo
1412,Labrea,BR,73.6,broken clouds,-7.2586,-64.7981,Hotel Novo Horizonte
1413,Capao Da Canoa,BR,67.17,overcast clouds,-29.7456,-50.0097,Hotel Araçá
1420,Paragominas,BR,76.8,overcast clouds,-2.9667,-47.4833,INOVA
1424,Mandera,KE,80.92,overcast clouds,3.9366,41.867,Kornesh Hotel and Lodging
1431,Levelland,US,70.2,clear sky,33.5873,-102.378,"Holiday Inn Express & Suites Levelland, an IHG Hotel"
1432,Banjar,ID,84.06,overcast clouds,-8.19,114.9675,The Hamsa Resort
1433,Kikwit,CD,69.98,light rain,-5.041,18.8162,HOTEL PLACE YALABA
1434,Presidencia Roque Saenz Pena,AR,77.29,clear sky,-26.7852,-60.4388,Hotel Aconcagua
1441,Sakakah,SA,71.17,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
1442,Omboue,GA,74.34,very heavy rain,-1.5746,9.2618,Hotel Olako
1444,Truth Or Consequences,US,73.15,clear sky,33.1284,-107.2528,Charles Motel
1448,Bardiyah,LY,69.4,few clouds,31.7561,25.0865,بورتو بردية
1449,Kapit,MY,81.95,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
1450,Hun,LY,68.43,broken clouds,29.1268,15.9477,Alrwasi Hotel
1457,Petrolina,BR,81.21,few clouds,-9.3986,-40.5008,JB Hotel
1458,San Pedro De Macoris,DO,82.49,clear sky,18.4616,-69.2972,Apartahotel Guaraguao
1459,Narrabri,AU,75.52,clear sky,-30.3167,149.7833,Crossroads Hotel
1460,Itainopolis,BR,83.43,few clouds,-7.4469,-41.4783,Pousada Posto Club Frank Aguiar
1464,Palu,ID,85.08,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
1465,Auki,SB,86.16,scattered clouds,-8.7676,160.7034,Auki Motel
1466,Khanpur,PK,71.82,clear sky,28.6453,70.6567,Ahmad bartan store
1469,Chapada Dos Guimaraes,BR,71.26,scattered clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
1470,Boyolangu,ID,82.26,overcast clouds,-8.1181,111.8935,Yos ega cv
1473,Alexandria,EG,71.67,overcast clouds,31.2156,29.9553,Royal Crown Hotel
1476,Zvishavane,ZW,70.92,clear sky,-20.3267,30.0665,Hotel Boutique Runde
1478,Shenjiamen,CN,67.57,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
1483,Hwange,ZW,75.2,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
1485,Tual,ID,83.32,broken clouds,-5.6667,132.75,Grand Vilia Hotel
1487,Pedra Azul,BR,67.39,overcast clouds,-16.0053,-41.2972,Pousada Pedra Azul
1491,Salta,AR,73.69,overcast clouds,-24.7859,-65.4117,Hotel Alejandro I
1493,Natitingou,BJ,74.26,overcast clouds,10.3042,1.3796,Auberge Centrale
1494,Neiafu,TO,83.08,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
1495,Zemio,CF,69.71,broken clouds,5.0314,25.1361,OCHA Office
1496,Tonantins,BR,76.62,broken clouds,-2.8731,-67.8022,Hotel Rei Davi
1498,Riachao Das Neves,BR,83.55,overcast clouds,-11.7461,-44.91,Casa Costa
1500,Cuiaba,BR,78.73,scattered clouds,-15.5961,-56.0967,Getúllio Hotel
1501,Nagato,JP,67.95,few clouds,34.3833,131.2,いそう庵
1503,Keti Bandar,PK,78.55,scattered clouds,24.1447,67.4497,Haji laloo memon house
1506,Bayshore Gardens,US,72.0,scattered clouds,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
1508,Brazzaville,CG,72.37,light rain,-4.2658,15.2832,Hotel Muesse
1512,Qeshm,IR,69.69,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
1514,Luang Prabang,LA,76.96,broken clouds,19.8856,102.1347,The Apsara
1515,Jizan,SA,81.54,clear sky,17.3333,42.6667,شهدان. ابوالحجر
1518,Santa Marta,CO,80.65,broken clouds,11.2408,-74.199,Casa de Isabella
1519,Peniche,PT,70.61,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
1520,Janauba,BR,79.11,overcast clouds,-15.8025,-43.3089,Ouro Norte Palace Hotel
1521,Grand-Santi,GF,74.43,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
1525,Amnat Charoen,TH,76.24,overcast clouds,15.9167,104.75,หอพักนักศึกษา
1534,Bahia Honda,CU,74.89,broken clouds,22.9036,-83.1592,Casa Gualberto - Deysi
1537,Inverell,AU,74.1,clear sky,-29.7833,151.1167,Sapphire City Motor Inn
1540,Porto Belo,BR,71.96,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
1542,Piacabucu,BR,76.84,clear sky,-10.4056,-36.4344,Piaçabuçu News
1543,Nioaque,BR,71.53,broken clouds,-21.1353,-55.83,Nioaque Novo Hotel
1544,Miri,MY,86.14,few clouds,4.4148,114.0089,"Mega Hotel, Miri"
1545,Alice Town,BS,79.32,broken clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
1547,Natal,BR,79.45,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
1548,Pontianak,ID,82.38,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
1549,San Jose De Rio Tinto,HN,69.57,overcast clouds,14.9333,-85.7,PARQUE ECOTURISTICO QUILIZ
1552,Kantunilkin,MX,71.44,clear sky,21.0917,-87.45,Posada Paraiso
1554,Buluang,PH,84.07,broken clouds,13.3068,123.3425,Enon Beach Resort
1556,Guiglo,CI,71.08,scattered clouds,6.5456,-7.4966,Hotel GBAOLY 2
1560,Shanghai,CN,69.66,clear sky,31.2222,121.4581,Swissotel Grand Shanghai
1562,Sira,IN,68.94,broken clouds,13.7453,76.9092,Healthy lifestyle club
1566,Tacuarembo,UY,68.0,few clouds,-31.7333,-55.9833,Complejo San Fructuoso
1567,Marigot,MF,82.18,few clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
1568,Guantanamo,CU,80.67,overcast clouds,20.1444,-75.2092,Hotel Guantánamo
1569,Fougamou,GA,73.29,light rain,-1.2154,10.5838,Résidence d'Hôtes Bapedy
1570,Oriximina,BR,77.52,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
1571,Barra,BR,80.85,few clouds,-11.0894,-43.1417,Motel Albatroz
1572,Gurupa,BR,75.43,overcast clouds,-1.405,-51.64,Hotel Vitória
1573,Betera,ES,68.25,moderate rain,39.5833,-0.45,Hotel Mas Camarena
1574,Kissidougou,GN,68.7,light rain,9.1848,-10.0999,Hôtel Mantis
1575,Barillas,GT,68.34,overcast clouds,15.8036,-91.3158,Hotel y Restaurant Bella Estancia
1580,Juan De Acosta,CO,79.99,overcast clouds,10.8281,-75.0334,Cabañas Magdalena del Mar
1583,Uchiza,PE,74.57,broken clouds,-8.4592,-76.4633,Hotel San Pedro
1584,Chivilcoy,AR,73.06,clear sky,-34.8957,-60.0167,Chivilrent
1586,Notse,TG,75.13,overcast clouds,6.95,1.1667,Le Berceau
1588,Santa Isabel Do Rio Negro,BR,77.81,broken clouds,-0.4139,-65.0192,Hotel GSA
1589,Bumba,CD,69.01,overcast clouds,2.1833,22.4667,Père Carlos
1590,Bucerias,MX,78.12,clear sky,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
1591,Uige,AO,68.22,light rain,-7.6087,15.0613,Hotel Catraio
1592,Tapes,BR,67.89,scattered clouds,-30.6733,-51.3958,Cabanas Camping Union
1596,Coatzintla,MX,70.47,scattered clouds,20.4833,-97.45,Hotel Poza Rica Inn
1597,Chake Chake,TZ,74.86,clear sky,-5.2459,39.7666,Hotel Archipelago
1599,Pantabangan,PH,79.3,clear sky,15.8113,121.1443,Dela Merced Lakeview Resort
1608,San Roque,ES,70.63,broken clouds,36.2107,-5.3842,Hotel Guadacorte Park
1610,Dorado,PR,82.29,clear sky,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
1616,Khorramshahr,IR,76.69,overcast clouds,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
1618,Reconquista,AR,78.76,few clouds,-29.15,-59.65,Grand Hotel
1621,Machico,PT,72.68,few clouds,32.7,-16.7667,Dom Pedro Madeira Hotel
1628,Umm Lajj,SA,83.23,few clouds,25.0213,37.2685,Moon light Furnished Units
1630,Pampa,US,68.95,clear sky,35.5362,-100.9599,"Holiday Inn Express & Suites Pampa, an IHG Hotel"
1631,Oussouye,SN,77.18,overcast clouds,12.485,-16.5469,Auberge du Routard
1634,Kiama,AU,71.38,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
1638,Chor,PK,73.47,few clouds,25.5167,69.7667,Asad U Bajeer Hotel
1639,Montanha,BR,69.89,overcast clouds,-18.1269,-40.3633,Hotel Boldrini
1646,Mandiana,GN,72.19,light rain,10.6333,-8.6833,Motels rouzo
1648,Riachao,BR,81.01,broken clouds,-7.3619,-46.6172,Pousada Nordestina
1650,Intipuca,SV,75.54,broken clouds,13.1969,-88.0544,Tropiclub Playa El Cuco
1651,Barranco,PA,76.35,overcast clouds,9.5167,-82.7,Casa doña Delfina Jiménez
1654,Santa Vitoria,BR,74.62,broken clouds,-18.8386,-50.1214,Center Hotel
1655,Kadugannawa,LK,69.24,scattered clouds,7.2547,80.5242,Juliyanvilla
1657,Sao Borja,BR,70.95,overcast clouds,-28.6606,-56.0044,Hotel Executivo
1658,Sorong,ID,83.03,broken clouds,-0.8833,131.25,waigo splash hotel
1662,Puntilla Aldama,MX,72.84,clear sky,20.1833,-96.9167,Maison Couturier
1665,Pizarro,CO,75.96,light rain,4.9533,-77.366,Hotel Limonar
1666,Tomatlan,MX,76.08,clear sky,19.9333,-105.25,El Salvial
1669,Tignere,CM,67.46,overcast clouds,7.3667,12.65,SADECK
1673,La Asuncion,VE,78.44,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
1674,Cam Ranh,VN,75.16,heavy intensity rain,11.9214,109.1591,OYO 598 Peony Hotel
1675,Hurghada,EG,71.64,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
1677,Alamos,MX,75.85,clear sky,27.0167,-108.9333,Luz del Sol
1678,Trincomalee,LK,80.49,overcast clouds,8.5711,81.2335,Welcombe Hotel
1679,Pelotas,BR,69.85,overcast clouds,-31.7719,-52.3425,Hotéis Jacques Georges Tower
1680,Yorosso,ML,75.33,broken clouds,12.3536,-4.7761,Maison d'arrêt et de correction de Yoro
1682,Toamasina,MG,69.8,broken clouds,-18.1667,49.3833,Hotel H1
1684,Upata,VE,76.19,overcast clouds,8.0086,-62.3989,Posada Villa Nela
1687,Midland,US,74.07,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
1690,Daru,PG,84.15,overcast clouds,-9.0763,143.2092,Daru Lodge
1693,Hohoe,GH,74.07,broken clouds,7.1518,0.4736,Agumatsa Falls Lodge
1702,Puerto Quijarro,BO,80.15,overcast clouds,-17.7833,-57.7667,Hotel palance
1704,Tonj,SS,72.54,broken clouds,7.2737,28.6822,Lakan Hotel
1710,Redlands,US,77.68,broken clouds,34.0556,-117.1825,Dynasty Suites Redlands
1716,Bagamoyo,TZ,74.84,broken clouds,-6.4333,38.9,Be Swahilid B and B
1723,Bhakkar,PK,68.49,clear sky,31.6253,71.0657,Gorcha Nashaib
1725,Marovoay,MG,69.94,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
1727,Sokoto,NG,80.26,few clouds,13.0609,5.239,Shukura Coral Hotel
1728,Malibu,US,73.29,overcast clouds,34.005,-118.8101,Malibu Country Inn
1732,Bridgetown,BB,81.09,few clouds,13.1,-59.6167,Hilton Barbados Resort
1735,Kilindoni,TZ,78.53,broken clouds,-7.9139,39.6668,Bustani B&B
1736,Adamantina,BR,78.55,overcast clouds,-21.6853,-51.0725,Abaporu Hotéis
1737,Cassilandia,BR,73.36,overcast clouds,-19.1133,-51.7342,Delirius Motel
1739,Leo,BF,78.76,overcast clouds,11.1,-2.1,Hotel Sissilis
1740,San Pedro,PH,87.1,clear sky,14.35,121.0167,Villa Veronica Resort Private Pool
1741,Faqirwali,PK,71.35,clear sky,29.4663,73.034,Al makkah tayer faqirwali
1743,Berbera,SO,80.96,light rain,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
1745,Kumo,NG,77.83,overcast clouds,10.0447,11.2122,Ajegunle Lodge(corpers Lodge)
1750,Horta,PT,70.32,overcast clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
1752,Anse-Bertrand,GP,76.82,clear sky,16.4721,-61.5078,Le Domharry
1754,Andros Town,BS,78.76,scattered clouds,24.7,-77.7667,Hanks place
1757,Mtwara,TZ,76.03,clear sky,-10.2667,40.1833,TIL Hotels Mtwara
1760,De Land,US,67.19,broken clouds,29.0283,-81.3031,The Historic Artisan Downtown Hotel
1769,Saint-Paul,RE,68.11,clear sky,-21.0096,55.2707,Boucan Canot
1773,Bani Walid,LY,67.95,overcast clouds,31.7566,13.9942,منزل الصابر أبوفانة
1774,Wad Rawah,SD,86.5,clear sky,15.1603,33.1397,ود الترابي
1782,Ipixuna,BR,78.75,overcast clouds,-1.7625,-48.8043,Casa da Oscarina
1783,Diego De Almagro,CL,68.05,clear sky,-26.3667,-70.05,hotel luna del desierto
1786,Teluk Nibung,ID,73.4,overcast clouds,3.001,99.8164,Hotel Assyifa
1787,Vangaindrano,MG,68.52,light rain,-23.35,47.6,Hotel Fanilo
1789,Clarence Town,AU,70.61,overcast clouds,-32.5833,151.7833,River Downs Cottage
1790,Kerema,PG,84.54,few clouds,-7.9631,145.7785,Frena Lodge
1791,Fuente De Oro,CO,73.15,overcast clouds,3.4594,-73.6128,Urbanización Casabrava
1792,Princeton,US,76.01,clear sky,25.5384,-80.4089,American Best Inn
1794,Bongaree,AU,75.22,broken clouds,-27.0797,153.1586,The Gums Anchorage
1795,Pundaguitan,PH,82.38,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
1796,Ovalle,CL,68.36,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
1799,Dunmore Town,BS,82.22,overcast clouds,25.5,-76.65,Coral Sands Hotel
1800,Lamu,KE,79.02,few clouds,-2.2717,40.902,Lamu House
1804,Vaitape,PF,78.42,few clouds,-16.5167,-151.75,Conrad Bora Bora Nui
1806,Asyut,EG,77.18,overcast clouds,27.181,31.1837,Florence Hotel Assiut
1810,Tabou,CI,76.37,light rain,4.423,-7.3528,hotêl doufoulougou
1811,La Plata,AR,75.11,light rain,-34.9215,-57.9545,Hotel Corregidor
1812,Wabag,PG,68.29,broken clouds,-5.4781,143.7021,Shalom Inn
1813,Livramento,BR,83.07,light rain,-3.0254,-60.1803,Refúgio Samauma
1819,Gombe,NG,78.08,overcast clouds,10.2897,11.1673,Shinani Lodge
1820,Beeville,US,71.15,clear sky,28.4008,-97.7483,"Holiday Inn Express & Suites Beeville, an IHG Hotel"
1821,Casino,AU,67.95,overcast clouds,-28.8667,153.05,Squatters Homestead Motel
1822,Lalpur,IN,73.71,clear sky,22.2,69.9667,Radhe Duplex Lalpur
1825,Porto Walter,BR,76.69,few clouds,-8.2686,-72.7439,Secretaria de saúde
1827,Tumpat,MY,81.93,few clouds,6.1978,102.171,Baan Tanyong B&B
1828,Saint-Leu,RE,67.06,clear sky,-21.15,55.2833,La Caz Oceane
1830,Nsukka,NG,70.86,overcast clouds,6.8561,7.3927,Golden Eve Hotel
1833,Garowe,SO,71.19,overcast clouds,8.4054,48.4845,Curubo Hotel
1843,Montoro,ES,72.07,light rain,38.0241,-4.3834,Hotel Mirador De Montoro
1844,Begoro,GH,70.66,overcast clouds,6.3871,-0.3774,Sweet Memories Hotel
1845,Canton,CN,73.0,broken clouds,23.1167,113.25,Guangzhou Hotel
1852,Buckeye,US,84.51,clear sky,33.3703,-112.5838,Buckeye Motor Hotel
1853,Algeciras,ES,71.28,broken clouds,36.1333,-5.4505,AC Hotel by Marriott Algeciras
1858,Itapirapua,BR,74.61,overcast clouds,-15.8233,-50.6133,Hotel Nossa Senhora Aparecida
1859,Shwebo,MM,73.53,few clouds,22.5667,95.7,MOON SHINE Guest House
1861,South Venice,US,74.98,overcast clouds,27.0531,-82.4243,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway"
1862,Mankono,CI,73.78,broken clouds,8.0586,-6.1897,Hôtel cotonputeur
1865,Santa Cruz,BO,78.26,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
1866,Morondava,MG,75.29,overcast clouds,-20.2833,44.2833,La Case Bambou
1867,Taperoa,BR,72.48,broken clouds,-7.2075,-36.8267,Construir material de construção
1869,Paka,MY,82.33,few clouds,4.6374,103.4368,RUMBIA RESORT VILLA
1871,Iquitos,PE,78.84,few clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1873,Kaoma,ZM,70.2,overcast clouds,-14.7833,24.8,KAOMA AIRPORT
1874,Ifakara,TZ,73.92,few clouds,-8.1333,36.6833,Tanzanian Training Centre for International Health
1877,Carauari,BR,73.56,broken clouds,-4.8828,-66.8958,Hotel Fellip
1881,Benguela,AO,74.1,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
1884,Numan,NG,77.77,broken clouds,9.4667,12.0333,Zangun Motel
1885,Meadow Lake,US,69.28,clear sky,34.8014,-106.5436,TumbleWeed RV Park
1892,Curvelo,BR,69.75,overcast clouds,-18.7564,-44.4308,Pontal Plaza Hotel
1894,Kolondieba,ML,73.81,overcast clouds,11.0882,-6.8926,Hotel Dakan
1899,Pontes E Lacerda,BR,73.13,scattered clouds,-15.2261,-59.3353,Hotel Bressan
1900,Tottori,JP,68.07,few clouds,35.5,134.2333,Hotel Monarque Tottori
1901,Nicoya,CR,72.95,light rain,10.1483,-85.452,Las Cabinas Del Sueño
1903,Avenal,US,69.57,overcast clouds,36.0041,-120.129,Lodge House Inn The
1904,Johi,PK,77.29,clear sky,26.6921,67.6133,Haji Fareed/ Abdul Qyoum Rodnani OTAQUE
1908,Kualakapuas,ID,78.96,broken clouds,-3.0091,114.3876,Guest House Izonk
1912,Cumana,VE,78.84,overcast clouds,10.4635,-64.1775,Posada Acuarela Los Roques
1913,Henderson,US,80.04,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
1915,Dicabisagan,PH,80.92,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
1919,Wenling,CN,68.92,clear sky,28.3669,121.36,Hanting Express Wenling Wanchang North Road
1920,Porto Nacional,BR,77.0,clear sky,-10.7081,-48.4172,Vila Real Hotel
1924,Shakawe,BW,77.0,clear sky,-18.3667,21.85,Ditlhapi Guest House
1926,Nsanje,MW,69.66,clear sky,-16.92,35.262,Nsanje Discovery Lodge
1930,Itacoatiara,BR,81.12,broken clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
1931,Muriae,BR,68.4,overcast clouds,-21.1306,-42.3664,Premium Plaza Hotel
1933,Mulege,MX,76.78,clear sky,26.8833,-111.9833,Casa Granada
1935,Estepona,ES,71.42,broken clouds,36.4276,-5.1459,Hotel Mediterráneo
1936,Horconcitos,PA,67.84,overcast clouds,8.4682,-81.8007,KAFETE S.A
1942,Arinos,BR,78.3,broken clouds,-15.9169,-46.1056,casa do bruno
1952,Bajil,YE,81.23,clear sky,15.0584,43.2851,فندق حضرموت
1958,Nkoteng,CM,67.08,overcast clouds,4.5167,12.0333,Résidence OOCLO-Cannelle
1959,Nouakchott,MR,80.53,overcast clouds,18.0858,-15.9785,HOTEL IMAN فندق إيمان
1960,Kinshasa,CD,77.38,light rain,-4.3246,15.3215,Flat Hotel Alhdeef
1961,Bidor,MY,76.98,overcast clouds,4.1139,101.2884,Hotel Bidor mk
1968,San Martin,AR,73.94,light rain,-33.081,-68.4681,Club El Pelícano
1969,Tesalia,CO,70.88,overcast clouds,2.4859,-75.7292,Hotel La Posada Del Rey
1973,Nhamunda,BR,78.84,overcast clouds,-2.1861,-56.7131,Pousada Da Praia
1976,Rembang,ID,84.67,broken clouds,-6.707,111.3498,Kencana Hotel Rembang
1977,Bac Lieu,VN,83.17,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
1980,Mana,GF,78.46,few clouds,5.6592,-53.7767,LE SAMANA
1982,Kasane,BW,73.51,clear sky,-17.8167,25.15,The Old House
1987,Ormara,PK,79.86,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
1989,Chimala,TZ,68.43,scattered clouds,-8.85,34.0167,Pangani Guest House
1992,Bandar-E Lengeh,IR,81.82,few clouds,26.5579,54.8807,کافی نت پارس
1993,Cruz Alta,BR,67.98,overcast clouds,-28.6386,-53.6064,Hotel Linassi
1994,Parauna,BR,70.05,overcast clouds,-16.9478,-50.4486,Hotel Serras de Paraúna
1996,Mahanoro,MG,69.87,scattered clouds,-19.9,48.8,BUNGALOW MAHAMANINA
1997,Kuntaur,GM,76.64,overcast clouds,13.6667,-14.8833,Kairoh Garden Kuntaur
1998,Breves,BR,76.95,broken clouds,-1.6822,-50.4803,Hotel e Restaurante Grill
2000,Sawtell,AU,68.18,scattered clouds,-30.3833,153.1,The Bungalow Sawtell
2002,Nchelenge,ZM,73.76,broken clouds,-9.3451,28.734,KD Travellers Home
2003,Itambe,BR,68.0,overcast clouds,-15.245,-40.6244,Pousada San Remo
2006,Anloga,GH,80.82,overcast clouds,5.7947,0.8973,Pin Drop Hotel
2008,Blackwater,AU,90.1,overcast clouds,-23.5833,148.8833,Blackwater Motor Inn
2010,Illapel,CL,67.95,few clouds,-31.6308,-71.1653,Hotel Londres
2011,Caucaia,BR,81.03,broken clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
2013,Puerto Palomas,MX,72.73,clear sky,31.7667,-107.6167,Hotel San Carlos
2020,Campoverde,PE,80.29,few clouds,-8.4753,-74.8058,Hospedaje Coral's
2021,Fuerte Olimpo,PY,75.54,overcast clouds,-21.0415,-57.8738,Hospedaje DAMI
2026,Gombong,ID,84.83,broken clouds,-7.6072,109.5142,Grafika Hotel Dan Restoran
2030,Garissa,KE,79.57,scattered clouds,-0.4536,39.6401,Sharif Plaza Hotel
2034,Barreiras,BR,81.14,overcast clouds,-12.1528,-44.99,Príncipe Hotel
2036,Muli,MV,83.08,scattered clouds,2.9167,73.5667,Medhufushi Island Resort
2038,Bushehr,IR,78.8,clear sky,28.9684,50.8385,Yas Hotel
2043,Curillo,CO,74.44,overcast clouds,1.0333,-75.9191,CASA CLUB
2049,Picos,BR,85.98,broken clouds,-7.0769,-41.4669,Entre Rios Hotel
2054,Kupang,ID,88.38,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
2058,Bhola,BD,74.8,few clouds,22.6833,90.65,Student Hostel (Shahbaz Khan Hostel)
2062,Gambela,ET,68.72,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
